token_0,BIO_tag_0,token_1,BIO_tag_1,token_2,BIO_tag_2,token_3,BIO_tag_3,token_4,BIO_tag_4,token_5,BIO_tag_5,token_6,BIO_tag_6,token_7,BIO_tag_7,token_8,BIO_tag_8,token_9,BIO_tag_9,token_10,BIO_tag_10,token_11,BIO_tag_11,token_12,BIO_tag_12,token_13,BIO_tag_13,token_14,BIO_tag_14,token_15,BIO_tag_15,token_16,BIO_tag_16,token_17,BIO_tag_17,token_18,BIO_tag_18,token_19,BIO_tag_19,token_20,BIO_tag_20,token_21,BIO_tag_21,token_22,BIO_tag_22,token_23,BIO_tag_23,token_24,BIO_tag_24,token_25,BIO_tag_25,token_26,BIO_tag_26,token_27,BIO_tag_27,token_28,BIO_tag_28,token_29,BIO_tag_29,token_30,BIO_tag_30,token_31,BIO_tag_31,token_32,BIO_tag_32,token_33,BIO_tag_33,token_34,BIO_tag_34,token_35,BIO_tag_35,token_36,BIO_tag_36,token_37,BIO_tag_37,token_38,BIO_tag_38,token_39,BIO_tag_39,token_40,BIO_tag_40,token_41,BIO_tag_41,token_42,BIO_tag_42,token_43,BIO_tag_43,token_44,BIO_tag_44,token_45,BIO_tag_45,token_46,BIO_tag_46,token_47,BIO_tag_47,token_48,BIO_tag_48,token_49,BIO_tag_49,token_50,BIO_tag_50,token_51,BIO_tag_51,token_52,BIO_tag_52,token_53,BIO_tag_53,token_54,BIO_tag_54,token_55,BIO_tag_55,token_56,BIO_tag_56,token_57,BIO_tag_57,token_58,BIO_tag_58,token_59,BIO_tag_59,token_60,BIO_tag_60,token_61,BIO_tag_61,token_62,BIO_tag_62,token_63,BIO_tag_63,token_64,BIO_tag_64,token_65,BIO_tag_65,token_66,BIO_tag_66,token_67,BIO_tag_67,token_68,BIO_tag_68,token_69,BIO_tag_69,token_70,BIO_tag_70,token_71,BIO_tag_71,token_72,BIO_tag_72,token_73,BIO_tag_73,token_74,BIO_tag_74,token_75,BIO_tag_75,token_76,BIO_tag_76,token_77,BIO_tag_77,token_78,BIO_tag_78,token_79,BIO_tag_79,token_80,BIO_tag_80,token_81,BIO_tag_81,token_82,BIO_tag_82,token_83,BIO_tag_83,token_84,BIO_tag_84,token_85,BIO_tag_85,token_86,BIO_tag_86,token_87,BIO_tag_87,token_88,BIO_tag_88,token_89,BIO_tag_89,token_90,BIO_tag_90,token_91,BIO_tag_91,token_92,BIO_tag_92,token_93,BIO_tag_93,token_94,BIO_tag_94,token_95,BIO_tag_95,token_96,BIO_tag_96,token_97,BIO_tag_97,token_98,BIO_tag_98
 ,O, ,O,,,),,,, ,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,penurunannya,,,,,,,,,,,,,,,,,,,,,,,,?,O,salah,,ini,O, ,O,termasuk,,Maret,,",",O,Tuberkulosis,,,,dengan,O,itu,O,,,,,,,,,,,,,,,,,,,,,,, ,O,.,, ,O,.,,mereka,O, ,O,untuk,O, ,O,nyamuk,,",",O,adanya,,,,,,,,51,,,,kasus,,",",O,ditargetkan,,gratis,,,,,
memang,,(,,,,",",O,,,di,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,O,,,,,,,,,,,,,,,,,,,,,,, ,O, ,O, ,O,dicegah,, ,O, ,O, ,O, ,O,,, ,O,",",O,,,,,,,,,,,,,,,,,,,,,,,kecamatan,, ,O,perawat,, ,O, ,O,menutup,, ,O,tiga,, ,O,'',, ,O,,,,,,, ,O,,,.,, ,O, ,O,.,,,,,
 ,O,4,,,,?,O,,, ,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lebih,,,,,,,,,,,,,,,,,,,,,,,,Ini,O,satu,,dapat,O,.,,SDM,,1882,,seperti,O,sebagian,,,,BTA,, ,O,,,,,,,,,,,,,,,,,,,,,,,",",O,Terkonfirmasi,,",",O,Kemudian,,kemudian,, ,O,menjadi,, ,O,malaria,, ,O,izin,,,,,,,,kasus,,,, ,O,penyakit,,eliminasi,, ,O,,,,
selalu,, ,O,,, ,O,,,RSU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,O,,,,,,,,,,,,,,,,,,,,,,, ,O, ,O, ,O, ,O,",",O, ,O, ,O, ,O,,, ,O,klinik,,,,,,,,,,,,,,,,,,,,,,,, ,O,",",O, ,O,",",O, ,O,rapat,, ,O,negara,,.,,kata,, ,O,,,,,,,",",O,,,``,, ,O, ,O,Biaya,,,,,
 ,O,orang,,,,ucapnya,,,, ,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,besar,,,,,,,,,,,,,,,,,,,,,,,,Penjelasan,,penyakit,,memasuki,,Menurut,O, ,O,oleh,O,pemulung,,besar,,,,negatif,, ,O,,,,,,,,,,,,,,,,,,,,,,,yakni,O, ,O,bidan,, ,O,punya,, ,O,obat,, ,O, ,O, ,O,alih,,,,,,,, ,O,,,Kasus,,kusta,,kusta,, ,O,,,,
terjadi,,),,,,.,,,,Tangsel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",",O,,,,,,,,,,,,,,,,,,,,,,, ,O, ,O, ,O, ,O,meningkatkan,, ,O, ,O, ,O,,,",",O,DOTS,,,,,,,,,,,,,,,,,,,,,,,, ,O,di,O,",",O,kelambu,, ,O,semua,, ,O,ini,O,``,,Rivai,, ,O,,,,,,,perempuan,,,, ,O, ,O, ,O,perawatan,,,,,
 ,O,",",O,,, ,O,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,O,,,,,,,,,,,,,,,,,,,,,,,Ahli,,yang,O,masa,,Otta,, ,O,mikrobiolog,,dan,O,menyerang,,,, ,O, ,O,,,,,,,,,,,,,,,,,,,,,,,Kecamatan,, ,O, ,O, ,O,payung,, ,O,tradisional,, ,O,Walau,O,.,,fungsi,,,,,,,, ,O,,,baru,,ini,O,di,O, ,O,,,,
dan,O, ,O,,,Oleh,O,,, ,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yakni,O,,,,,,,,,,,,,,,,,,,,,,, ,O, ,O, ,O,",",O,komitmen,, ,O, ,O, ,O,,,sebanyak,,dibuka,,,,,,,,,,,,,,,,,,,,,,,, ,O,dua,O,analis,,yang,O, ,O,wadah,,",",O,dipilih,, ,O,,, ,O,,,,,,,19,,,, ,O, ,O, ,O,dan,O,,,,
 ,O,Kabupaten,,,, ,O,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,O,,,,,,,,,,,,,,,,,,,,,,,Dalam,O,difokuskan,,dorman,, ,O, ,O,Jerman,,tukang,,usia,,,, ,O, ,O,,,,,,,,,,,,,,,,,,,,,,,Lombok,, ,O, ,O, ,O,untuk,O, ,O,'',, ,O,kelambunya,,,,lahan,,,,,,,, ,O,,,muncul,,tersebar,,Sulawesi,, ,O,,,,
tersebar,, ,O,,,karena,O,,, ,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mencapai,,,,,,,,,,,,,,,,,,,,,,,, ,O, ,O, ,O,untuk,O,pemerintah,, ,O, ,O, ,O,,,121,,di,O,,,,,,,,,,,,,,,,,,,,,,, ,O,kabupaten,,dan,O,dibagikan,, ,O,air,, ,O,adalah,O, ,O,,, ,O,,,,,,,kasus,,,, ,O, ,O, ,O,obat,,,,,
 ,O,Timor,,,, ,O,,,ada,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,O,,,,,,,,,,,,,,,,,,,,,,,perbandingan,,dalam,O,(,, ,O, ,O,Robert,,batu,,produktif,,,, ,O, ,O,,,,,,,,,,,,,,,,,,,,,,,Barat,, ,O, ,O, ,O,ikut,,",",O,jelas,, ,O,juga,O,,,mangrove,,,,,,,,),,,,di,O,merata,,Tengah,, ,O,,,,
merata,, ,O,,,itu,O,,, ,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"34,2",,,,,,,,,,,,,,,,,,,,,,,, ,O, ,O,tidak,O,mengidentifikasi,,pusat,, ,O,.,, ,O,,,orang,,lembaga,,,,,,,,,,,,,,,,,,,,,,,,",",O,tersebut,,sanitarian,,telah,O, ,O, ,O, ,O,luasnya,, ,O,,, ,O,,,,,,, ,O,,, ,O, ,O, ,O,hingga,,,,,
.,,Tengah,,,,",",O,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,O,,,,,,,,,,,,,,,,,,,,,,,itu,O,penanganannya,, ,O, ,O, ,O,Koch,, ,O,antara,O,,,.,, ,O,,,,,,,,,,,,,,,,,,,,,,, ,O, ,O,.,, ,O,aktif,,dan,O,Bambang,, ,O,khusus,,,,menjadi,,,,,,,,Nusa,,,,daerah,,di,O,dan,O, ,O,,,,
 ,O, ,O,,, ,O,,, ,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,persen,,,,,,,,,,,,,,,,,,,,,,,,",",O, ,O,aktif,,dan,O,dan,O,",",O,Angka,, ,O,,, ,O,pemasyarakatan,,,,,,,,,,,,,,,,,,,,,,,,Batu,,terjadi,, ,O,memenuhi,, ,O, ,O, ,O,program,, ,O,,, ,O,,,,,,, ,O,,, ,O, ,O, ,O,sembuh,,,,,
Apalagi,O,Utara,,,,untuk,O,,,dari,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",",O,,,,,,,,,,,,,,,,,,,,,,, ,O,di,O,),, ,O, ,O, ,O, ,O,15,,,,Temuan,, ,O,,,,,,,,,,,,,,,,,,,,,,, ,O, ,O,``,, ,O,menangani,,mengubur,,dalam,O, ,O,dan,O,,,areal,,,,,,,,Tenggara,,,,yang,O,seluruh,,Aceh,, ,O,,,,
 ,O, ,O,,, ,O,,, ,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,O,,,,,,,,,,,,,,,,,,,,,,,tingkat,, ,O, ,O,melakukan,,daerah,,belum,O,penderita,, ,O,,, ,O,Krobokan,,,,,,,,,,,,,,,,,,,,,,,,Layar,,peningkatan,,Kami,O,persyaratan,, ,O, ,O, ,O,pemberantasan,, ,O,,, ,O,,,,,,, ,O,,, ,O, ,O,.,,total,,,,,
kita,O,(,,,,menekan,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dari,O,,,,,,,,,,,,,,,,,,,,,,, ,O,kabupaten,,selama,, ,O, ,O, ,O, ,O,dan,O,,,ini,O, ,O,,,,,,,,,,,,,,,,,,,,,,,",",O, ,O, ,O, ,O,malaria,,barang,,bukunya,, ,O,sudah,O,,,petambakan,,,,,,,,Barat,,,,belum,O,belahan,, ,O, ,O,,,,
 ,O,2,,,, ,O,,, ,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,O,,,,,,,,,,,,,,,,,,,,,,,kematian,, ,O, ,O,pengendalian,,terhadap,O,ada,O,yang,O, ,O,,, ,O,beserta,,,,,,,,,,,,,,,,,,,,,,,, ,O,kasus,,berjumlah,,teknis,, ,O, ,O,.,,malaria,, ,O,,, ,O,,,,,,, ,O,,, ,O, ,O,Kemudian,,ditanggung,,,,,
ini,O, ,O,,,angka,,,,pasien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,,,,,,,,,,,,,,,,,,,,,,,, ,O,Garut,,bertahun,, ,O, ,O, ,O, ,O,45,,,,didapatkan,, ,O,,,,,,,,,,,,,,,,,,,,,,,dan,O, ,O, ,O, ,O,ini,O,bekas,, ,O, ,O,diberi,,,,udang,,,,,,,,(,,,,eliminasi,,dunia,,",",O, ,O,,,,
 ,O,orang,,,, ,O,,, ,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,O,,,,,,,,,,,,,,,,,,,,,,,pasien,,",",O,-,O,HIV/AIDS,,program,,negara,,tercatat,, ,O,,, ,O,peluncuran,,,,,,,,,,,,,,,,,,,,,,,, ,O,malaria,,5,,yang,O,",",O, ,O,Baca,,di,O, ,O,,,.,,,,,,,,laki,,,, ,O,",",O, ,O,pemerintah,,,,,
hidup,,),,,,DBD,,,,yang,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kasus,,,,,,,,,,,,,,,,,,,,,,,, ,O, ,O,tahun,, ,O, ,O, ,O, ,O,tahun,,,,dari,O, ,O,,,,,,,,,,,,,,,,,,,,,,,Lingsar,, ,O, ,O, ,O,?,O,yang,O, ,O, ,O,insektisida,,,,,,,,,,,,-,O,,,dan,O, ,O,tahun,, ,O,,,,
 ,O,",",O,,, ,O,,, ,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,O,,,,,,,,,,,,,,,,,,,,,,,meninggal,,selain,O,.,,pada,O,TB,,yang,O,itu,O, ,O,,, ,O,buku,,,,,,,,,,,,,,,,,,,,,,,,.,,lebih,,orang,,meliputi,, ,O, ,O,Juga,O,ketiga,, ,O,,,,,,,,,,,laki,,,, ,O,namun,O, ,O,melalui,,,,,
di,O, ,O,,,di,O,,,masuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pada,O,,,,,,,,,,,,,,,,,,,,,,, ,O, ,O, ,O, ,O,.,, ,O, ,O,sehingga,O,,,hasil,, ,O,,,,,,,,,,,,,,,,,,,,,,, ,O, ,O, ,O, ,O,terangnya,,dapat,O,:,O, ,O,tapi,O,,,,,,,,,,, ,O,,,daerah,, ,O,2017,, ,O,,,,
 ,O,Kabupaten,,,, ,O,,, ,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,O,,,,,,,,,,,,,,,,,,,,,,,dunia,,stunting,,Bila,,populasi,, ,O,dinyatakan,,diduga,, ,O,,, ,O,mengenai,,,,,,,,,,,,,,,,,,,,,,,,Menurut,O,dari,O,turun,,ukuran,,.,, ,O, ,O,negara,, ,O,,,,,,,,,,,135,,,, ,O,asal,, ,O,Program,,,,,
negara,, ,O,,,Kabupaten,,,,di,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tahun,,,,,,,,,,,,,,,,,,,,,,,, ,O, ,O, ,O, ,O,ź,, ,O, ,O,selain,O,,,foto,, ,O,,,,,,,,,,,,,,,,,,,,,,, ,O, ,O, ,O, ,O, ,O,menampung,,Lama,, ,O,perlindungannya,,,,,,,,,,,, ,O,,,yang,O, ,O,di,O, ,O,,,,
 ,O,Belu,,,, ,O,,, ,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,O,,,,,,,,,,,,,,,,,,,,,,,karena,O,serta,O,sistem,,kunci,,?,O,bebas,,lebih,, ,O,,, ,O,TB,,,,,,,,,,,,,,,,,,,,,,,,Rachman,,3,,ke,O,kelambu,,Dikatakannya,, ,O, ,O,tersebut,, ,O,,,,,,,,,,,kasus,,,, ,O,mulanya,, ,O,Jaminan,,,,,
tropis,, ,O,,,Bekasi,,,,RSU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,,,,,,,,,,, ,O, ,O, ,O, ,O,?,O, ,O, ,O,meningkatkan,,,,rontgen,, ,O,,,,,,,,,,,,,,,,,,,,,,,",",O, ,O, ,O, ,O, ,O,air,,Jadi,,.,,hanya,O,,,,,,,,,,,",",O,,,sudah,O, ,O,Sulawesi,, ,O,,,,
",",O,(,,,,",",O,,, ,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,O,,,,,,,,,,,,,,,,,,,,,,,TBC,,penurunan,,imun,,lebih,,Kalau,,TB,,besar,, ,O,,,.,,di,O,,,,,,,,,,,,,,,,,,,,,,, ,O,kali,,lokasi,,dan,O,meskipun,, ,O, ,O, ,O, ,O,,,,,,,,,,, ,O,,, ,O,dari,O, ,O,Kesehatan,,,,,
 ,O,6,,,, ,O,,,Tangsel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,menjadi,,,,,,,,,,,,,,,,,,,,,,,, ,O, ,O, ,O, ,O, ,O,.,, ,O,angka,,,, ,O, ,O,,,,,,,,,,,,,,,,,,,,,,,data,, ,O, ,O, ,O, ,O,hujan,,Sahabat,,Kelambu,,di,O,,,,,,,,,,,perempuan,,,,eliminasi,, ,O,Tenggara,, ,O,,,,
yang,O, ,O,,,Dinas,,,, ,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,O,,,,,,,,,,,,,,,,,,,,,,,mencapai,,angka,,tubuh,,mudah,,pesawat,, ,O,karena,O, ,O,,,Untuk,O,lapas,,,,,,,,,,,,,,,,,,,,,,,, ,O,lipat,,yang,O,jenis,,tidak,O,),, ,O, ,O, ,O,,,,,,,,,,, ,O,,,",",O,Afrika,,",",O,Daerah,,,,,
 ,O,orang,,,, ,O,,,sejak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329,,,,,,,,,,,,,,,,,,,,,,,, ,O, ,O, ,O,",",O, ,O,Pasien,, ,O,morbiditas,,,, ,O,.,,,,,,,,,,,,,,,,,,,,,,,,tersebut,,.,, ,O, ,O, ,O,",",O,Manusia,,antinyamuk,,tempat,,,,,,,,,,,,86,,,,'',, ,O, ,O, ,O,,,,
menjadi,,),,,,Kesehatan,,,, ,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,O,,,,,,,,,,,,,,,,,,,,,,,lebih,,kematian,,menurun,, ,O,jatuh,, ,O,yang,O, ,O,,,kasus,, ,O,,,,,,,,,,,,,,,,,,,,,,, ,O, ,O,sulit,,bahan,,ada,O, ,O,",",O, ,O, ,O,,,,,,,,,,, ,O,,, ,O,dan,O,Jawa,,(,,,,,
 ,O,",",O,,, ,O,,,bulan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kasus,,,,,,,,,,,,,,,,,,,,,,,, ,O, ,O,",",O,ketimbang,, ,O,TB,, ,O,dan,O,,, ,O,Tingginya,,,,,,,,,,,,,,,,,,,,,,,,akan,O,Sebagai,O, ,O, ,O, ,O,memantau,, ,O,banyak,,tidur,,,,,,,,,,,,kasus,,,,kata,, ,O, ,O,Jamkesda,,,,,
endemis,, ,O,,,telah,O,,, ,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,O,,,,,,,,,,,,,,,,,,,,,,,dari,O,ibu,, ,O, ,O,dan,O, ,O,dicurigai,, ,O,,,tuberkulosis,, ,O,,,,,,,,,,,,,,,,,,,,,,, ,O, ,O,terjangkau,,kelambu,,warga,, ,O,Kini,, ,O, ,O,,,,,,,,,,,),,,, ,O,Asia,,Timur,,),,,,,
 ,O,Kabupaten,,,, ,O,,,Maret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tahun,,,,,,,,,,,,,,,,,,,,,,,, ,O, ,O,maka,O,pada,O, ,O,juga,O, ,O,mortalitas,,,, ,O,angka,,,,,,,,,,,,,,,,,,,,,,,,terus,,respon,, ,O,.,, ,O,apakah,O, ,O,dipakai,,saja,O,,,,,,,,,,, ,O,,,Subuh,, ,O,",",O,",",O,,,,
demam,, ,O,,,melakukan,,,, ,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,O,,,,,,,,,,,,,,,,,,,,,,,60,,dan,O, ,O, ,O,yang,O, ,O,TB,,",",O,,,ekstra,, ,O,,,,,,,,,,,,,,,,,,,,,,, ,O, ,O,juga,O, ,O,yang,O, ,O,Anjing,, ,O,.,,,,,,,,,,,,Nusa,,,,.,,Tengah,, ,O, ,O,,,,
 ,O,Alor,,,, ,O,,,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,,,,,,,,, ,O, ,O,bakteri,,populasi,, ,O,kerap,, ,O, ,O,,, ,O,kasus,,,,,,,,,,,,,,,,,,,,,,,,diperbarui,,cepat,, ,O,Untuk,O, ,O,kelambu,, ,O,warga,, ,O,,,,,,,,,,, ,O,,, ,O,",",O,dan,O,karena,O,,,,
berdarah,, ,O,,,upaya,,,, ,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",",O,,,,,,,,,,,,,,,,,,,,,,,persen,,bayi,, ,O, ,O,meninggal,, ,O,terbatas,,penyakit,,,,paru,, ,O,,,,,,,,,,,,,,,,,,,,,,, ,O,",",O,seperti,O, ,O,meninggal,, ,O,Disiapkan,,",",O,Sedangkan,O,,,,,,,,,,,Tenggara,,,,Kasus,, ,O, ,O, ,O,,,,
",",O,(,,,, ,O,,,yang,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?,O,,,,,,,,,,,,,,,,,,,,,,,.,,.,,akan,O,jembatan,, ,O,mendapat,, ,O, ,O,,, ,O,TB,,,,,,,,,,,,,,,,,,,,,,,,dari,O, ,O, ,O,ukuran,, ,O,nyamuk,, ,O, ,O, ,O,,,,,,,,,,, ,O,,, ,O,kemudian,,Sulawesi,,penderita,,,,,
'',,4,,,,penanggulangan,,,, ,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,O,,,,,,,,,,,,,,,,,,,,,,, ,O, ,O, ,O,.,,hanya,O, ,O,jumlahnya,,ini,O,,,ditemukan,, ,O,,,,,,,,,,,,,,,,,,,,,,, ,O,pemerintah,,di,O, ,O,dunia,, ,O,untuk,O,meski,,kalau,,,,,,,,,,,,Timur,,,,kusta,, ,O, ,O, ,O,,,,
 ,O,),,,, ,O,,,baru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jelas,,,,,,,,,,,,,,,,,,,,,,,,Sedangkan,O,Menggunakan,,menjadi,, ,O, ,O,stigma,, ,O, ,O,,, ,O,di,O,,,,,,,,,,,,,,,,,,,,,,,laporan,, ,O, ,O,kelambu,, ,O,yang,O, ,O, ,O, ,O,,,,,,,,,,, ,O,,, ,O,menyebar,,Selatan,,kusta,,,,,
ungkapnya,,",",O,,,DBD,,,, ,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,O,,,,,,,,,,,,,,,,,,,,,,,",",O, ,O, ,O,``,,beberapa,, ,O,sewaktu,,juga,O,,,lima,, ,O,,,,,,,,,,,,,,,,,,,,,,, ,O,melalui,,Dusun,, ,O,karena,O, ,O,Mengendus,,demikian,O,dinding,,,,,,,,,,,,(,,,,baru,, ,O,.,, ,O,,,,
.,, ,O,,,.,,,,berjalan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eka,,,,,,,,,,,,,,,,,,,,,,,, ,O,dana,,aktif,,Tetapi,O, ,O,dari,O, ,O, ,O,,, ,O,Indonesia,,,,,,,,,,,,,,,,,,,,,,,,tim,, ,O, ,O,ada,O, ,O,dibagikan,, ,O, ,O, ,O,,,,,,,,,,,laki,,,, ,O,ke,O, ,O,sebagian,,,,,
,,Kabupaten,,,,,,,, ,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,dari,O, ,O, ,O, ,O,orang,, ,O,proses,,menurunkan,,,,orang,, ,O,,,,,,,,,,,,,,,,,,,,,,, ,O,Kementerian,,Kekeran,, ,O,malaria,, ,O,Malaria,,kasus,,rumah,,,,,,,,,,,,-,O,,,amat,O, ,O,Selanjutnya,, ,O,,,,
,, ,O,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,O,,,,,,,,,,,,,,,,,,,,,,, ,O,APBD,,dan,O,kami,O, ,O,masyarakat,, ,O, ,O,,,",",O,disebabkan,,,,,,,,,,,,,,,,,,,,,,,,yang,O, ,O, ,O,dua,O, ,O,dipakai,, ,O, ,O, ,O,,,,,,,,,,,laki,,,, ,O,seluruh,, ,O,besar,,,,,
,,Lembata,,,,,,,, ,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bertambahnya,,,,,,,,,,,,,,,,,,,,,,,,data,,",",O, ,O, ,O,diributkan,,",",O,penjaringan,,produktivitas,,,, ,O, ,O,,,,,,,,,,,,,,,,,,,,,,, ,O,Kesehatan,,ini,O, ,O,namun,O, ,O,``,,malaria,,disemprot,,,,,,,,,,,, ,O,,,mungkin,, ,O,target,, ,O,,,,
